Time/s,Angle/rad,AngVel/rad/s
0.05,-0.28274333882308134,-11.100294042683934
0.1,-0.7775441817634738,-9.89601685880785
0.15,-1.08646745936647,-6.178465552059924
0.2,-1.1623892818282235,-1.51843644923507
0.25,-0.9948376736367678,3.351032163829115
0.3,-0.6099925735720181,7.696902001294994
0.35,-0.07853981633974484,10.629055144645465
0.4,0.47123889803846897,10.995574287564276
0.45,0.905825881785057,8.691739674931759
0.5,1.1309733552923253,4.502949470145367
0.55,1.1205013797803596,-0.2094395102393154
0.6,0.8744099552491591,-4.9218284906240095
0.65,0.4267330021126135,-8.953539062730911
0.7,-0.12042771838760873,-10.943214410004444
0.75,-0.651880475619882,-10.629055144645466
0.8,-1.0157816246606997,-7.278022980816352
0.85,-1.1650072757062153,-2.9845130209103132
0.9,-1.06814150222053,1.9373154697137052
0.95,-0.7382742735936014,6.597344572538573
1,-0.23561944901923448,10.053096491487338
1.051,0.3193952531149623,10.882641218317584
1.101,0.8011061266653973,9.634217471008698
1.151,1.0943214410004445,5.864306286700944
1.201,1.1466813185602747,1.0471975511966036
1.251,0.9608037532228784,-3.717551306747926
1.301,0.5602506898901798,-8.011061266653972
1.351,0.03665191429188092,-10.471975511965976
1.401,-0.5131268000863328,-10.995574287564276
1.451,-0.9372418083209549,-8.482300164692441
1.501,-1.1492993124382662,-4.241150082346225
1.551,-1.117883385902368,0.628318530717964
1.601,-0.8456120225912527,5.445427266222307
1.651,-0.39269908169872425,9.058258817850568
1.701,0.16231562043547265,11.100294042683938
1.751,0.6806784082777887,10.36725575684632
1.801,1.0341075818066403,7.068583470577032
1.851,1.1571532940722404,2.4609142453120025
1.901,1.0367255756846319,-2.4085543677521715
1.951,0.7016223593017205,-6.702064327658228
2.001,0.19373154697137057,-10.157816246606997
2.051,-0.3612831551628263,-11.100294042683938
2.101,-0.8351400470792866,-9.477137838329206
2.151,-1.1126473981463851,-5.550147021341971
2.201,-1.1519173063162575,-0.7853981633974483
2.251,-0.9529497715889039,3.9793506945470725
2.301,-0.5393067388662477,8.272860654453124
2.351,0.0026179938779914945,10.838494654884782
2.401,0.5445427266222309,10.838494654884789
2.451,0.9555677654668954,8.220500776893289
2.502,1.1466813185602747,3.7473245704584177
2.552,1.096939434878436,-0.9948376736367726
2.602,0.8115781021773633,-5.707226654021455
2.652,0.3377212102609028,-9.47713783832921
2.702,-0.21729349187329408,-11.100294042683938
2.752,-0.7278022980816355,-10.210176124166829
