Time/s,Angle/rad,AngVel/rad/s
0.05,0,0
0.1,0,0
0.15,0,0
0.2,0,0
0.25,0,0
0.3,0,0
0.35,0,0
0.4,0,0
0.45,0,0
0.5,0,0
0.55,0,0
0.6,0,0
0.65,0,0
0.7,0,0
0.75,0,0
0.8,0,0
0.85,0,0
0.9,0,0
0.95,0,0
1,0,0
1.05,0,0
1.1,0,0
1.15,0,0
1.201,0,0
1.251,0,0
1.301,0,0
1.351,0,0
1.401,0,0
1.451,0,0
1.501,0,0
1.551,0,0
1.601,0,0
1.651,0,0
1.701,0,0
1.751,0,0
1.801,0,0
1.851,0,0
1.901,0,0
1.951,0,0
2.001,0,0
2.051,0,0
2.101,0,0
2.151,0,0
2.201,0,0
2.251,0,0
2.301,0,0
2.351,0,0
2.401,0,0
2.451,0,0
2.501,0,0
2.551,0,0
2.601,0,0
2.651,0,0
2.701,0,0
2.802,-0.07068583470577036,-0.6998597495620827
2.852,-0.22776546738526,-3.1415926535897922
2.902,-0.3377212102609028,-2.199114857512856
2.952,-0.35342917352885167,-0.31415926535897754
3.002,-0.27488935718910695,1.5707963267948943
3.052,-0.12304571226560021,3.0368728984701345
3.102,0.05759586531581287,3.6128315516282616
3.152,0.2801253449450899,4.4505895925855405
3.202,0.43458698374658805,3.089232776029963
3.252,0.47647488579445196,0.8377580409572782
3.302,0.3979350694547072,-1.5707963267948954
3.352,0.21467549799530253,-3.665191429188093
3.402,-0.023561944901923447,-4.764748857944519
3.452,-0.3010692959690218,-5.550147021341967
3.502,-0.5078908123303498,-4.1364303272265595
3.552,-0.5864306286700948,-1.5707963267948988
3.602,-0.5209807817203074,1.3089969389957479
3.652,-0.3246312408709454,3.926990816987239
3.702,-0.044505895925855396,5.6025068989018
3.752,0.2696533694331239,6.283185307179586
3.803,0.5288347633542818,5.081988116101136
3.853,0.651880475619882,2.4609142453120048
3.903,0.6126105674500099,-0.7853981633974438
3.953,0.4241150082346221,-3.769911184307755
4.003,0.1282817000215832,-5.916666164260778
4.053,-0.21467549799530253,-6.859143960337715
4.103,-0.5209807817203074,-6.1261056745000975
4.153,-0.7016223593017205,-3.6128315516282616
4.203,-0.7120943348136863,-0.20943951023931762
4.253,-0.5471607205002222,3.298672286269282
4.303,-0.24870941840919195,5.969026041820606
4.353,0.11257373675363426,7.225663103256524
4.403,0.466002910282486,7.068583470577035
4.453,0.7068583470577035,4.817108735504348
4.503,0.7723081940074908,1.3089969389957479
4.553,0.6544984694978736,-2.356194490192345
4.603,0.37699111843077515,-5.550147021341969
4.653,0.007853981633974483,-7.382742735936013
4.703,-0.3822271061867581,-7.801621756414652
4.753,-0.6859143960337715,-6.073745796940267
4.803,-0.8246680715673207,-2.7750735106709845
4.853,-0.7644542123735164,1.2042771838760857
4.903,-0.5235987755982987,4.817108735504354
4.953,-0.15446163880149819,7.382742735936009
5.003,0.25132741228718347,8.115781021773634
5.053,0.6152285613280011,7.278022980816352
5.103,0.8246680715673207,4.188790204786392
5.153,0.8403760348352696,0.31415926535897754
5.203,0.657116463375865,-3.6651914291880905
5.254,0.31677725923697075,-6.673317728213614
5.304,-0.10210176124166827,-8.37758040957278
5.354,-0.5209807817203074,-8.377580409572781
5.404,-0.8063421144213803,-5.707226654021458
5.454,-0.8979719001510825,-1.8325957145940452
5.504,-0.7827801695194567,2.303834612632516
5.554,-0.49218284906240095,5.8119464091411155
5.604,-0.07330382858376185,8.377580409572781
5.654,0.3691371367968007,8.848819307611251
5.704,0.7278022980816355,7.173303225696697
5.754,0.905825881785057,3.5604716740684283
5.804,0.8770279491271508,-0.575958653158124
5.854,0.651880475619882,-4.502949470145374
5.904,0.26441738167714085,-7.749261878854823
5.954,-0.18587756533739608,-9.005898940290738
6.004,-0.6099925735720181,-8.48230016469244
6.054,-0.8822639368831335,-5.445427266222309
6.104,-0.947713783832921,-1.30899693899575
6.154,-0.8037241205433889,2.879793265790642
6.204,-0.46862090416047747,6.702064327658229
6.254,-0.020943951023931956,8.95353906273091
6.304,0.44244096538056255,9.26769832808989
6.354,0.7958701389094144,7.068583470577036
